Sté CAP,Région CA,Sté Cde,Cde,Ligne Cde,Projet,Num tâche,Date clô,Date fer,Type dépense,Compte imputation,Fournisseur,Qté Cde.,Qté reçue,Qté Fact. Rapprochée,Prix U.,Montant Prov.,Motif rejet,Description article
0001,DRW,0001,4680723,1,FA0008061K,GS0211448G,31/12/21,30/06/22,LOCATION MATERIEL OUTILL,0001.DRW.613500.68311.0.B00001319Z.A00002417X.FA0008061K.0.0.0.0,KILOUTOU,1,1,0,"1213,06","1213,06",Le projet / tÃ¢che FA0008061K/GS0211448G n'est pas valide Ã  la date du 31-MAR-26,LOCATION CHAUFFAGE SOUFFLANTS SELON DEVIS / FACTURE N° 20248589
0001,DRW,0001,4866400,1,FA0019986L,GT0685359S,28/03/21,28/09/21,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.64112.0.B00001304G.A00008624A.FA0019986L.0.0.0.0,CLIMATIS,1,1,0,1305,1305,Le projet / tÃ¢che FA0019986L/GT0685359S n'est pas valide Ã  la date du 31-MAR-26,Commande selon votre offre n° DC5720 du 07/08/20
0001,DRW,0001,4867221,1,FA0061269Z,GX0685755S,27/06/21,27/12/21,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001343B.A00017778C.FA0061269Z.0.0.0.0,NOVALAIR ILE DE FRANCE,"3500,06","3500,06",0,1,"3500,06",Le projet / tÃ¢che FA0061269Z/GX0685755S n'est pas valide Ã  la date du 31-MAR-26,bon pour accord selon devis  n°7748PAND0119
,,,,,,,,,,,,,,,,,,batterie cta becheville CTA 21 ET CTA 22
0001,DRW,0001,4875996,1,FA0025876E,GX0704747Z,27/06/21,27/12/21,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001343B.A00011302T.FA0025876E.0.0.0.0,LE FROID FRANCILIEN,12800,12800,"6371,94",1,"6428,06",Le projet / tÃ¢che FA0025876E/GX0704747Z n'est pas valide Ã  la date du 31-MAR-26,Selon devis DV201033 HOPITAL CHARCOT CLIMATISATION ZONE RESTAURATION PALMERAIE b
0001,DRW,0001,4877498,1,FA0007686J,GL0007526C,17/01/23,17/07/24,ENTRETIEN REPARATION DIV.,0001.DRW.615900.63241.0.B00001337V.A00002042W.FA0007686J.0.0.0.0,PROCUVES,2059,2059,0,1,2059,Le projet / tÃ¢che FA0007686J/GL0007526C n'est pas valide Ã  la date du 31-MAR-26,GL0007526C - POUR ACCORD DU DEVIS PROCUVES N°N° JG 20.10.D369bis
0001,DRW,0001,4896460,1,FA0007686J,GL0007526C,17/01/23,17/07/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.63311.0.B00001337V.A00002042W.FA0007686J.0.0.0.0,CETEP,1,1,",485674797",3690,"1897,86",Le projet / tÃ¢che FA0007686J/GL0007526C n'est pas valide Ã  la date du 31-MAR-26,Commande selon DEVIS de régularisation n° 2020-20363
0001,DRW,0001,4800646,1,FA0007686J,GL0007526C,17/01/23,17/07/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.63311.0.B00001337V.A00002042W.FA0007686J.0.0.0.0,CAMFIL,"1206,15","1206,15",0,1,"1206,15",Le projet / tÃ¢che FA0007686J/GL0007526C n'est pas valide Ã  la date du 31-MAR-26,Commande selon devis 315325-1
0001,DRW,0001,4880326,1,FA0019852J,GT0714705P,26/10/21,26/04/22,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001343B.A00008591M.FA0019852J.0.0.0.0,KORERA BATIMENT,1,1,0,1900,1900,Le projet / tÃ¢che FA0019852J/GT0714705P n'est pas valide Ã  la date du 31-MAR-26,Commande suivant devis 19003440 en date du 14/10/2020
0001,DRW,0001,4885465,1,FA0068547V,GL0584296Y,10/03/21,10/09/22,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.63311.0.B00001337V.A00018163P.FA0068547V.0.0.0.0,D M A E FRANCE,1,1,0,"1191,33","1191,33",Le projet / tÃ¢che FA0068547V/GL0584296Y n'est pas valide Ã  la date du 31-MAR-26,GL - Remise en service des détecteurs gaz selon devis n°290673
0001,DRW,0001,4897209,1,FC0064675V,GY0425473S,01/10/21,01/04/22,SOUS TRAITANTS,0001.DRW.231600.12120.0.B00002583K.A00000000A.FC0064675V.F20.0.0.0,GEOBE,1,1,",495049505",10100,5100,Le projet / tÃ¢che FC0064675V/GY0425473S n'est pas valide Ã  la date du 31-MAR-26,Commande suivant devis n°D20-675 concernant la réalisation des études pour le réseau de Garges et la future sous-station HP/BP.
0001,DRW,0001,4897907,1,FA0008087P,GT0755289H,28/12/21,28/06/22,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001311P.A00002443B.FA0008087P.0.0.0.0,POMPES GRUNDFOS DISTRIBUTION SA,1,1,0,1926,1926,Le projet / tÃ¢che FA0008087P/GT0755289H n'est pas valide Ã  la date du 31-MAR-26,GRUNDFOS - CLOS VERRIERES -   OFFRE DE PRESTATION N°20560361 - D'UN TECHNICIEN 1/2 JOURNEE SUR TPED-100-90/4
0001,DRW,0001,4898187,1,FA0061269Z,GX0721377X,28/12/21,28/06/22,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001343B.A00017778C.FA0061269Z.0.0.0.0,AXIMA REFRIGERATION FRANCE,"3660,95","3660,95","1830,47",1,"1830,48",Le projet / tÃ¢che FA0061269Z/GX0721377X n'est pas valide Ã  la date du 31-MAR-26,bon pour accord selon devis GF10-20-10-39579-A
,,,,,,,,,,,,,,,,,,Du 20/10/2020
0001,DRW,0001,4901244,1,FA0019003V,GT0764014Y,31/07/21,31/01/22,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001305H.A00008298E.FA0019003V.0.0.0.0,FRANCOIS LOMBART,1761,1761,0,1,1761,Le projet / tÃ¢che FA0019003V/GT0764014Y n'est pas valide Ã  la date du 31-MAR-26,HABETTE TERRAY-AP-LOMBART-REPARATION 3 PORTES-DEVIS 06.01.21
0001,DRW,0001,4902406,1,FA0061269Z,GX0767894G,25/11/22,25/05/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001343B.A00017778C.FA0061269Z.0.0.0.0,PARIS OUEST PROJETS,"63980,26","63980,26","38388,16",1,"25592,1",Le projet / tÃ¢che FA0061269Z/GX0767894G n'est pas valide Ã  la date du 31-MAR-26,Bon pour accord devis Paris Ouest projets 210126 Remplacement CTA stérilisation
0001,DRW,0001,4902929,1,FA0066509D,GX0769453D,26/10/21,26/04/22,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002659X.A00019041M.FA0066509D.0.0.0.0,DESAUTEL,1,1,0,1607,1607,Le projet / tÃ¢che FA0066509D/GX0769453D n'est pas valide Ã  la date du 31-MAR-26,reparation exutoire escalier N°3 suivant offer N° DE3-33144 du 28/10/2020
0001,DRW,0001,4905248,2,FA0019476G,GT0773062E,25/11/21,25/05/22,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001316W.A00008433H.FA0019476G.0.0.0.0,MOTRALEC,1420,1420,0,1,1420,Le projet / tÃ¢che FA0019476G/GT0773062E n'est pas valide Ã  la date du 31-MAR-26,Bon pour accord suivant devis DR049737 - Réparation Pompe réseau Sud
0001,DRW,0001,4905248,1,FA0019476G,GT0773062E,25/11/21,25/05/22,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001316W.A00008433H.FA0019476G.0.0.0.0,MOTRALEC,1420,1420,0,1,1420,Le projet / tÃ¢che FA0019476G/GT0773062E n'est pas valide Ã  la date du 31-MAR-26,Bon pour accord suivant devis DR049737 - Réparation Pompe 1 réseau Sud
0001,DRW,0001,4909252,10,FA0018885K,GX0772988W,26/04/22,26/10/22,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001311P.A00008215K.FA0018885K.0.0.0.0,EUROFINS HYDROLOGIE IDF,2,2,1,"38,5","38,5",Le projet / tÃ¢che FA0018885K/GX0772988W n'est pas valide Ã  la date du 31-MAR-26,"DEPLACEMENT + PRELEVEMENT ECS + ANALYSE LEGIONELLE, DELAIS SUPERIEURS A 7 JOURS - GIF - VESTIAIRE + DOUCHE DU CENTRE"
0001,DRW,0001,4906754,1,FA0019190G,GX0767558A,27/12/22,27/06/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001315V.A00008308R.FA0019190G.0.0.0.0,ACORUS,6,6,5,2748,2748,Le projet / tÃ¢che FA0019190G/GX0767558A n'est pas valide Ã  la date du 31-MAR-26,IGH Savier Malakoff 92 - Accord devis N°2102003426 pour le remplacement de 6 portes de logements suivant détails
0001,DRW,0001,4908441,1,FA0065419P,GX0783069B,26/10/21,26/04/22,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001334R.A00018868R.FA0065419P.0.0.0.0,SCHNEIDER ELECTRIC FRANCE,1,1,0,1490,1490,Le projet / tÃ¢che FA0065419P/GX0783069B n'est pas valide Ã  la date du 31-MAR-26,Commande selon devis Schneider 2020_SESA356707_PC0036353 paramétrage D6
0001,DRW,0001,4908685,1,FA0007512L,GX0783250G,25/11/21,25/05/22,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001343B.A00001868Y.FA0007512L.0.0.0.0,SOCIETE D ELECTRICITE ET D INFORMATIQUE INDUSTRIELLE SE2I,1,1,0,"3206,48","3206,48",Le projet / tÃ¢che FA0007512L/GX0783250G n'est pas valide Ã  la date du 31-MAR-26,Commande suivant devis D1000023
0001,DRW,0001,4908471,1,FA0019187D,GL0022792A,26/08/22,26/02/24,S/T CONTROLES REGLEMENTAIRES,0001.DRW.611000.63151.0.B00001311P.A00008307P.FA0019187D.0.0.0.0,SOCOTEC ENVIRONNEMENT,1,1,0,"2769,2","2769,2",Le projet / tÃ¢che FA0019187D/GL0022792A n'est pas valide Ã  la date du 31-MAR-26,SOCOTEC - CONTROLE ENERGETIQUE DES CHAUDIERES + EMISSIONS + NUISANCES SONORES + REJETS AQUEUX CHAUFFERIE
0001,DRW,0001,BC621253,1,FA0069228T,GT1088211D,26/10/23,26/04/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.0.B00001343B.A00019543H.FA0069228T.0.0.0.0,SAKKARAH,1,1,0,"1398,5","1398,5",Le projet / tÃ¢che FA0069228T/GT1088211D n'est pas valide Ã  la date du 31-MAR-26,GT1088211D - HY8V13F Remplacement du coffret ECS dans la sous statIon P0C BâtIment BMC
0001,DRW,0001,BC226922,1,FA0067392G,GX0935544T,25/11/22,25/05/23,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.65121.0.B00001321B.A00019247X.FA0067392G.0.0.0.0,PARTEDIS CHAUFFAGE SANITAIRE,1,1,0,"1453,27","1453,27",Le projet / tÃ¢che FA0067392G/GX0935544T n'est pas valide Ã  la date du 31-MAR-26,Fourniture et remplacement du bloc gaz chaudière 2 résidence St Jean devis Partedis 10753576/453736
0001,DRW,0001,BC244852,1,FA0063434J,GT0940665M,04/05/23,04/11/23,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001319Z.A00018031P.FA0063434J.0.0.0.0,GRDF,1,1,0,"1522,27","1522,27",Le projet / tÃ¢che FA0063434J/GT0940665M n'est pas valide Ã  la date du 31-MAR-26,DEVIS N° 20456609
0001,DRW,0001,BC266259,1,FA0026597Z,GX0918864N,25/11/22,25/05/23,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001337V.A00009796G.FA0026597Z.0.0.0.0,EATON INDUSTRIES (FRANCE) SAS,1,1,0,9600,9600,Le projet / tÃ¢che FA0026597Z/GX0918864N n'est pas valide Ã  la date du 31-MAR-26,DGIKB GX0918864N Remplacement 32 ventilateurs UPS H3
0001,DRW,0001,BC638796,8,FA0069974R,GX1099382Y,26/10/23,26/04/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001338W.A00015382E.FA0069974R.0.0.0.0,LEGOUEIX,1,1,",779991211","136,54","30,04",Le projet / tÃ¢che FA0069974R/GX1099382Y n'est pas valide Ã  la date du 31-MAR-26,PROJECT. LED PORT RECHARGEABLE BLUMO PORTABLE IP54 30W
0001,DRW,0001,BC721977,1,FA0007726E,GT1099305K,26/01/24,26/07/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.0.B00003206T.A00002082R.FA0007726E.0.0.0.0,CLARKE ENERGY FRANCE,5,5,0,"1019,08","5095,4",Le projet / tÃ¢che FA0007726E/GT1099305K n'est pas valide Ã  la date du 31-MAR-26,Moteur GE1 / BougIes d'allumage DENSO 518 : soIt 5 boItes
0001,DRW,0001,BC721977,2,FA0007726E,GT1099305K,26/01/24,26/07/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.0.B00003206T.A00002082R.FA0007726E.0.0.0.0,CLARKE ENERGY FRANCE,1,1,",911640185",264525,"23373,38",Le projet / tÃ¢che FA0007726E/GT1099305K n'est pas valide Ã  la date du 31-MAR-26,Moteur GE1 / MaIntenance préventIve 20K - PLESSIS GASSOT 620_1(1) à 20Kh
0001,DRW,0001,BC670525,1,FA0018952L,GX1112404W,26/12/24,26/12/25,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.65121.0.B00001320A.A00008268W.FA0018952L.0.0.0.0,EAU ET VAPEUR,1,1,",776688044",10447,"2332,94",Le projet / tÃ¢che FA0018952L/GX1112404W n'est pas valide Ã  la date du 31-MAR-26,suIvant devIs N°1633820 chaudIere
0001,DRW,0001,BC675182,1,FA0019190G,GX1113684A,26/12/23,26/06/24,SOUS TRAITANTS,0001.DRW.611000.65111.XXX2175.B00001315V.A00008308R.FA0019190G.0.0.0.0,DALKIA ELECTROTECHNICS,1,"1,00001",",93",180859,"12661,9386",Le projet / tÃ¢che FA0019190G/GX1113684A n'est pas valide Ã  la date du 31-MAR-26,Remplacement du groupe électrogène Londres
0001,DRW,0001,BC1020093,2,FA0019190G,GX1113684A,26/12/23,26/06/24,SOUS TRAITANTS,0001.DRW.611000.65111.XXX2175.B00001315V.A00008308R.FA0019190G.0.0.0.0,DALKIA ELECTROTECHNICS,1,1,0,"3120,39","3120,39",Le projet / tÃ¢che FA0019190G/GX1113684A n'est pas valide Ã  la date du 31-MAR-26,Accord devIs C23000201-1 - TS modIfIcatIon PCF Local GE
0001,DRW,0001,BC678879,1,FA0066539M,GX1117448C,26/12/23,26/06/24,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00002659X.A00019041M.FA0066539M.0.0.0.0,SATELEC,1,1,0,"1164,65","1164,65",Le projet / tÃ¢che FA0066539M/GX1117448C n'est pas valide Ã  la date du 31-MAR-26,Safran VIlgénIs GX1117448C - RYG1USN GER - Travaux supplémentaIres de modernIsatIon des équIpements et Infrastructures InformatIques
0001,DRW,0001,BC690530,1,FA0019788L,GX1116974N,26/12/23,26/06/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001337V.A00008567K.FA0019788L.0.0.0.0,SIEMENS SAS,1,1,0,10321,10321,Le projet / tÃ¢che FA0019788L/GX1116974N n'est pas valide Ã  la date du 31-MAR-26,GX1116974N - RecondItIonnement DAI locaux INFO bâtIment GalIen et Pasteur - SIte ServIer
0001,DRW,0001,BC992697,1,FA0065890A,GX1242325H,25/09/24,25/09/25,SOUS TRAITANTS,0001.DRW.611000.65111.XXX2522.B00001343B.A00003534R.FA0065890A.0.0.0.0,DALKIA FROID SOLUTIONS,1,1,0,"1837,67","1837,67",Le projet / tÃ¢che FA0065890A/GX1242325H n'est pas valide Ã  la date du 31-MAR-26,régularIsatIon InterventIon du 12/09/2023 selon votre ordre de travaIl n° 23110423 émIs par DelphIne Maturana
0001,DRW,0001,BC1009712,1,FA0026597Z,GX1242474C,27/11/23,27/05/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001337V.A00009796G.FA0026597Z.0.0.0.0,LE FROID PECOMARK,1,1,0,"1488,38","1488,38",Le projet / tÃ¢che FA0026597Z/GX1242474C n'est pas valide Ã  la date du 31-MAR-26,Hall 2/3 Contrôleur Détendeur DFU 2023 10
0001,DRW,0001,BC993178,1,FA0062316N,GL0345876R,05/08/24,05/02/26,S/T CONTROLES REGLEMENTAIRES,0001.DRW.611000.63151.0.B00003181P.A00021386C.FA0062316N.0.0.0.0,BUREAU VERITAS EXPLOITATION,1,1,",845229237","6988,4","1081,6",Le projet / tÃ¢che FA0062316N/GL0345876R n'est pas valide Ã  la date du 31-MAR-26,Commande suIvant devIs BV N° Q-392897 - 0797493
0001,DRW,0001,BC1018583,1,FA0062316N,GL0345876R,05/08/24,05/02/26,S/T CONTROLES REGLEMENTAIRES,0001.DRW.611000.63151.0.B00003181P.A00021386C.FA0062316N.0.0.0.0,CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON,1,1,",832657698","1161,87","194,43",Le projet / tÃ¢che FA0062316N/GL0345876R n'est pas valide Ã  la date du 31-MAR-26,Commande régularIsatIon suIvant devIs CARSO  LSEC23-6957/01 / LSEC23-6955/01 / LSEC23-6943/03 /  LSEC23-6958/01
0001,DRW,0001,BC994160,1,FA0069103B,GL0597803X,05/09/24,05/03/26,S/T AUTRES  ENTRETIENS,0001.DRW.611000.63181.XXX0551.B00001342A.A00019517D.FA0069103B.0.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,2372,2372,Le projet / tÃ¢che FA0069103B/GL0597803X n'est pas valide Ã  la date du 31-MAR-26,Cde N°2 SuIvant DevIs SOGETH N°C23122509-1 du 11/07/23  Trx réparatIon FuItes chaufferIe
0001,DRW,0001,BC1002437,1,FA0066007H,GL0480272N,02/02/24,02/08/25,ACHAT FOURN.PETIT EQUIP IMMEUB,0001.DRW.606350.63311.0.B00001334R.A00018982W.FA0066007H.0.0.0.0,DESAUTEL,1,1,",901639044","3819,3","375,67",Le projet / tÃ¢che FA0066007H/GL0480272N n'est pas valide Ã  la date du 31-MAR-26,extIncteur
0001,DRW,0001,BC1005353,1,FA0060744C,GX1246937Z,26/12/23,26/06/24,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001334R.A00017688A.FA0060744C.0.0.0.0,DESAUTEL,1,1,0,"1073,06","1073,06",Le projet / tÃ¢che FA0060744C/GX1246937Z n'est pas valide Ã  la date du 31-MAR-26,Commande DESAUTEL:CLOS SAINT MERRY:REMPLACEMENT DES EXTINCTEURS DE PLUS DE DIX ANS SELON DEVIS N°DE3-54122
0001,DRW,0001,4779986,1,FA0018852Y,GX0498065H,25/06/20,25/12/20,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001296Y.A00008186C.FA0018852Y.0.0.0.0,LE FROID FRANCILIEN,1,1,0,"1693,9","1693,9",Le projet / tÃ¢che FA0018852Y/GX0498065H n'est pas valide Ã  la date du 31-MAR-26,COMMANDE SELON DEVIS DV190054
0001,DRW,0001,4792637,2,FA0026512C,GL0030535Z,26/08/21,26/02/23,S/T RAMONAGES,0001.DRW.611000.63131.0.B00001304G.A00008324J.FA0026512C.0.0.0.0,CTP ENVIRONNEMENT,1,1,0,1640,1640,Le projet / tÃ¢che FA0026512C/GL0030535Z n'est pas valide Ã  la date du 31-MAR-26,accord suivant votre devis pour batigere N°PR190173 - 5 intervention le 22 juillet 2019
0001,DRW,0001,4797805,1,FA0018906J,GT0526198C,28/12/20,28/06/21,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001311P.A00008233F.FA0018906J.0.0.0.0,SARL CARDOSO ET FILS,1200,1200,0,1,1200,Le projet / tÃ¢che FA0018906J/GT0526198C n'est pas valide Ã  la date du 31-MAR-26,COMMANDE SELON DEVIS N° 19584
0001,DRW,0001,4798573,1,FA0019808J,GT0431604J,28/03/21,28/09/21,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001343B.A00008577X.FA0019808J.0.0.0.0,ELECTROGENIE,1,1,0,1520,1520,Le projet / tÃ¢che FA0019808J/GT0431604J n'est pas valide Ã  la date du 31-MAR-26,SUIVANT DEVIS ELECTROGENIE REF 201907 667
0001,DRW,0001,4798809,1,FA0018918Y,GT0536950W,31/12/20,30/06/21,ACHAT MAT.PIECES DETACHEES,0001.DRW.601000.64112.0.B00001295X.A00008240N.FA0018918Y.0.0.0.0,VIESSMANN FRANCE,"1575,6","1575,6",0,1,"1575,6",Le projet / tÃ¢che FA0018918Y/GT0536950W n'est pas valide Ã  la date du 31-MAR-26,commande suivant devis en date du:31/07/2019
,,,,,,,,,,,,,,,,,,ref:0620880353
,,,,,,,,,,,,,,,,,,projet: Piscine de Melun
,,,,,,,,,,,,,,,,,,N° client: 0065017476
0001,DRW,0001,4799007,1,FA0007825S,GX0536691B,28/03/21,28/09/21,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001311P.A00002181D.FA0007825S.0.0.0.0,ENTREPRISE PARISIENNE DE FUMISTERIE ET DE DESINFECTION,4184,4184,2615,1,1569,Le projet / tÃ¢che FA0007825S/GX0536691B n'est pas valide Ã  la date du 31-MAR-26,COMMANDE SELON OFFRE DE PRIX C18-02905. POSTE 2
0001,DRW,0001,BC314949,1,FA0018958T,GT0967768L,27/12/22,27/06/23,ETUDE ET RECHERCHE,0001.DRW.617100.64111.0.B00001311P.A00008273B.FA0018958T.0.0.0.0,CONSULTANT ETUDES SERVICES ENERGIES,1,",8",",3",12500,6250,Le projet / tÃ¢che FA0018958T/GT0967768L n'est pas valide Ã  la date du 31-MAR-26,Accord devis D22011
0001,DRW,0001,BC683442,1,FA0019853K,GT1117647D,26/10/23,26/04/24,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001338W.A00008592N.FA0019853K.0.0.0.0,SAKKARAH,1,1,0,"4612,35","4612,35",Le projet / tÃ¢che FA0019853K/GT1117647D n'est pas valide Ã  la date du 31-MAR-26,Coffret ECS
0001,DRW,0001,BC690617,1,FA0038446N,GT1122305X,26/09/23,26/03/24,SOUS TRAITANTS,0001.DRW.611000.64111.0.B00001338W.A00016249P.FA0038446N.0.0.0.0,HP ENERGY - HERVE PATRAUX,1,1,0,"1105,78","1105,78",Le projet / tÃ¢che FA0038446N/GT1122305X n'est pas valide Ã  la date du 31-MAR-26,HSM-Remplacement de 6 robInets de radIateurs servIce HADR RDC
0001,DRW,0001,BC699001,1,FA0069049P,GT1125862N,27/11/23,27/05/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.0.B00001338W.A00015382E.FA0069049P.0.0.0.0,SOFINTHER,1,1,0,"1251,9","1251,9",Le projet / tÃ¢che FA0069049P/GT1125862N n'est pas valide Ã  la date du 31-MAR-26,DA P3 ALMVAVIVA PASTEUR pompe cta bunker
0001,DRW,0001,BC700295,1,FA0059326R,GX1125442L,27/11/23,27/05/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.65121.0.B00001342A.A00002349V.FA0059326R.0.0.0.0,SOFINTHER,1,1,",918944084","12748,36","1033,33",Le projet / tÃ¢che FA0059326R/GX1125442L n'est pas valide Ã  la date du 31-MAR-26,GX1125442L-lIsI automotIve ACHAT POMPE SUIVANT OFFRE SOFINTHER N° 2484525
0001,DRW,0001,BC713668,1,FA0018918Y,GT1131427M,29/02/24,31/08/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DRW.606350.64112.0.B00001295X.A00008240N.FA0018918Y.0.0.0.0,BDR THERMEA FRANCE - DE DIETRICH,1,1,0,"1259,3","1259,3",Le projet / tÃ¢che FA0018918Y/GT1131427M n'est pas valide Ã  la date du 31-MAR-26,PIscIne ExterIeure de MELUN 77 - RégularIsatIon de la facture 205681408 du 31/12/2019
0001,DRW,0001,BC716098,1,FC0079897S,GY1043531F,10/02/25,10/02/26,SOUS TRAITANTS,0001.DRW.231800.12110.0.B00001319Z.A00008301H.FC0079897S.F20.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,"1967,98","1967,98",Le projet / tÃ¢che FC0079897S/GY1043531F n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX D'INVESTISSEMENT I 3F LOT 2 78 NORD  / 2023
0001,DRW,0001,BC717092,1,FC0079897S,GY1043531F,10/02/25,10/02/26,SOUS TRAITANTS,0001.DRW.231800.12110.0.B00001319Z.A00008301H.FC0079897S.F20.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,"7071,07","7071,07",Le projet / tÃ¢che FC0079897S/GY1043531F n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX D'INVESTISSEMENT I 3F LOT 2 78 NORD  / 2023
0001,DRW,0001,BC717723,1,FC0079897S,GY1043531F,10/02/25,10/02/26,SOUS TRAITANTS,0001.DRW.231800.12110.0.B00001319Z.A00008301H.FC0079897S.F20.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,"1812,58","1812,58",Le projet / tÃ¢che FC0079897S/GY1043531F n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX INVBESTISSEMENT I 3F LOT 2 78 NORD 2023
0001,DRW,0001,BC771482,1,FC0079897S,GY1043531F,10/02/25,10/02/26,SOUS TRAITANTS,0001.DRW.231800.12110.0.B00001319Z.A00008301H.FC0079897S.F20.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,"4039,97","4039,97",Le projet / tÃ¢che FC0079897S/GY1043531F n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX INVBESTISSEMENT I 3F LOT 2 78 NORD 2023
0001,DRW,0001,BC771484,1,FC0079897S,GY1043531F,10/02/25,10/02/26,SOUS TRAITANTS,0001.DRW.231800.12110.0.B00001319Z.A00008301H.FC0079897S.F20.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,"2238,19","2238,19",Le projet / tÃ¢che FC0079897S/GY1043531F n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX INVBESTISSEMENT I 3F LOT 2 78 NORD 2023
0001,DRW,0001,BC771486,1,FC0079897S,GY1043531F,10/02/25,10/02/26,SOUS TRAITANTS,0001.DRW.231800.12110.0.B00001319Z.A00008301H.FC0079897S.F20.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,"8873,56","8873,56",Le projet / tÃ¢che FC0079897S/GY1043531F n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX INVBESTISSEMENT I 3F LOT 2 78 NORD 2023
0001,DRW,0001,BC771487,1,FC0079897S,GY1043531F,10/02/25,10/02/26,SOUS TRAITANTS,0001.DRW.231800.12110.0.B00001319Z.A00008301H.FC0079897S.F20.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,"2218,4","2218,4",Le projet / tÃ¢che FC0079897S/GY1043531F n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX INVBESTISSEMENT I 3F LOT 2 78 NORD 2023
0001,DRW,0001,BC771488,1,FC0079897S,GY1043531F,10/02/25,10/02/26,SOUS TRAITANTS,0001.DRW.231800.12110.0.B00001319Z.A00008301H.FC0079897S.F20.0.0.0,SOGETH SOC GENERALE THERMIQUE,1,1,0,"1920,62","1920,62",Le projet / tÃ¢che FC0079897S/GY1043531F n'est pas valide Ã  la date du 31-MAR-26,TRAVAUX INVBESTISSEMENT I 3F LOT 2 78 NORD 2023
0001,DRW,0001,BC1009931,1,FA0007961X,GX1246960A,27/11/23,27/05/24,SOUS TRAITANTS,0001.DRW.611000.65111.0.B00001334R.A00002317H.FA0007961X.0.0.0.0,SAMSIC 1,1,1,0,1190,1190,Le projet / tÃ¢che FA0007961X/GX1246960A n'est pas valide Ã  la date du 31-MAR-26,PDF033 - GX1246960A - EvacuatIon déchets local poubelle Bât 033
